ID,Name,OVR,PAC,SHO,PAS,DRI,DEF,POS
240282,Aleš Matějů,70,70,53,60,63,68,"CB, RB"
245061,Julián López,70,70,54,65,71,66,"CDM, CM, CB"
245855,Dylan Chambost,70,63,65,71,70,59,"CM, CAM"
245999,Mollejo,70,83,66,64,70,39,ST
246053,Joe Gelhardt,70,75,71,67,74,39,"ST, CAM"
248870,Braian Ojeda,70,67,54,64,72,66,"CDM, CM"
251599,Riki,70,71,66,68,72,57,"CM, CDM, CB"
253211,Gonzalo Crettaz,70,70,71,72,71,42,GK
260432,Atsuki Ito,70,59,62,65,66,69,"CDM, CM"
261648,Maurice Cova,70,70,71,74,70,45,"CM, CDM, CAM"
263502,Franco Zapiola,70,78,61,67,70,60,"CM, LW"
263504,Bruno Leyes,70,72,52,62,68,63,"CDM, CM"
271092,Moses Usor,70,90,65,64,72,38,RW
277901,Luka Stojković,70,72,69,70,72,43,"CAM, LW, RW, CM"
200209,Nicolai Larsen,70,67,69,71,72,45,GK
203393,Eddy Gnahoré,70,53,63,66,65,66,"CDM, CM, CB"
210644,Emiliano Marcondes,70,70,68,71,71,49,"CM, CAM"
217096,Joe Lumley,70,71,66,74,72,44,GK
220702,Gastón Silva,70,62,55,66,66,69,"LB, CB"
222639,Roberto Ramírez,70,72,67,66,73,48,GK
228562,Raphael Sallinger,70,68,70,72,73,44,GK
230988,Filip Krovinović,70,65,67,71,72,60,"CAM, CM"
237442,Eric Curbelo,70,81,38,63,65,68,CB
246610,Juan Pablo Cozzani,70,69,69,67,71,49,GK
251537,Gary Magnée,70,65,62,68,71,61,"RB, LB"
251926,Rassoul Ndiaye,70,69,55,64,69,67,"CM, CDM"
253275,Jesús Trindade,70,73,47,67,65,67,"CDM, CM, CB"
253619,Martín Távara,70,67,64,65,67,63,"CM, CDM"
259690,Adrián Sánchez,70,64,56,70,66,65,"CM, CDM, CB"
260141,Cătălin Cîrjan,70,76,65,67,73,52,"CAM, CM"
270328,Donat Rrudhani,70,75,71,68,71,39,"CAM, CM, ST"
270578,Willum Þór Willumsson,70,55,69,71,71,53,"CAM, CM"
277809,Kodai Sano,70,67,62,69,73,60,"CDM, CM"
70671,Chissumba,70,81,44,66,70,63,LB
74473,Louis Leroux,70,67,61,68,72,64,"CM, LB"
211384,Jamal Lowe,70,84,69,60,72,40,"ST, CAM, LW"
223344,Wei Shihao,70,90,68,62,72,35,"LW, ST"
226130,Florian Miguel,70,70,53,61,67,68,LB
232212,James Penrice,70,78,51,68,70,64,LB
232388,Vítor Costa,70,76,54,60,67,65,"LB, LW"
244193,Jovane Cabral,70,77,71,68,72,38,"LW, ST, CM"
246057,Jhegson Méndez,70,68,57,67,70,65,"CM, CDM"
268411,Vinícius Tobías,70,78,49,66,71,64,"RB, LB"
273621,James Beadle,70,70,69,68,71,46,GK
77883,Alisson,70,82,66,68,70,47,"RW, CAM, LW"
162220,Sinan Bolat,70,67,73,71,68,44,GK
210010,Joris van Overeem,70,65,57,69,74,66,"CM, CDM, CAM"
210619,Jordi Quintillà,70,51,66,71,73,64,"CDM, CM, CB"
215331,Leonardo Jara,70,57,58,65,66,68,"RB, CB"
225868,David Gil,70,70,69,68,70,47,GK
227560,Jorge Soto,70,71,69,66,72,46,GK
231233,Mark Brink,70,63,56,68,71,63,"CM, CDM"
234941,Cameron Pring,70,80,48,61,67,66,"LB, CB"
235163,Michele Castagnetti,70,46,70,66,68,68,"CDM, CM"
238504,Amine Bassi,70,69,68,70,73,48,"CAM, ST, CM"
251633,Michał Skóraś,70,81,63,64,72,44,RW
257283,Andreas Müller,70,66,63,70,69,66,"CDM, CM"
264299,Owen Beck,70,71,51,67,72,64,LB
276969,Leon Avdullahu,70,60,59,73,69,62,"CDM, CM, CB"
71351,Jorthy Mokio,70,70,51,64,72,69,"CDM, CM, LB, CB"
194017,Andreas Weimann,70,69,72,65,70,45,"CAM, ST, CM"
223501,Adrían Spörle,70,74,55,61,64,66,LB
224322,Kjetil Haug,70,70,68,68,72,45,GK
227819,Samuel Portugal,70,71,67,73,72,40,GK
231530,José Arnáiz,70,78,72,63,73,40,"ST, LW"
235088,Luis Pérez,70,85,46,59,64,64,RB
242054,Igor Silva,70,74,54,63,73,66,RB
246937,Um Won Sang,70,91,65,60,71,37,"RW, ST"
248149,Michał Karbownik,70,83,45,67,75,62,"LB, CM, CDM"
254296,Kartal Yılmaz,70,67,52,72,68,65,"CDM, CM"
254928,Bartol Franjić,70,68,51,66,65,67,"CDM, CB, LB, CM"
255976,Oliver Dovin,70,70,68,68,71,47,GK
259786,Federico Vera,70,87,41,60,72,61,RB
263397,Alan Minda,70,84,65,62,71,51,"CAM, ST, RW"
266751,Jung Ho Yeon,70,66,54,63,72,61,"CM, CDM, CB"
275691,Ibrahim Olawoyin,70,82,63,65,73,44,"CAM, CDM, ST"
276216,Ezechiel Banzuzi,70,66,61,64,68,61,"CM, CDM"
276583,Livan Burcu,70,78,64,66,73,52,"LW, RW"
180216,Séamus Coleman,70,51,65,70,70,74,RB
199158,Sergio Álvarez,70,53,65,64,64,67,"CDM, CM, CB"
207998,Danny Ward,70,71,69,68,69,46,GK
211506,John Swift,70,60,70,71,73,58,"CAM, CM, CDM"
226616,Jonathan Galván,70,55,59,62,67,68,"CB, CDM"
229194,Alec Georgen,70,77,50,61,72,65,"RB, LB"
234111,David Turnbull,70,54,71,73,70,60,"CM, CDM, CAM"
243914,Efkan Bekiroğlu,70,69,67,69,71,46,"CAM, CM"
243953,Antoine Bernier,70,80,68,63,72,37,"ST, RW"
258475,Giuseppe Sibilli,70,79,70,65,74,37,"ST, CAM, LW"
258685,Jackson Muleka,70,81,69,59,71,36,"ST, RW, CAM"
259634,Jordan Zemura,70,73,59,66,71,64,LB
269889,Ulises Ortegoza,70,68,62,69,71,63,"CM, CDM, CAM"
270820,Mohamed Farsi,70,84,53,64,70,63,"RB, RW"
272566,Áron Csongvai,70,62,63,61,64,68,"CM, CDM"
275100,Joaquín Mosqueira,70,69,55,67,67,65,"CDM, CM, CB"
278145,Shahruddin Magomedaliyev,70,70,69,65,73,46,GK
198635,Wellington Silva,70,88,68,64,72,31,"ST, LW"
203067,Diego Chará,70,68,52,61,67,69,"CDM, CM, CB"
206307,Jérémy Frick,70,71,68,68,70,44,GK
220807,Max O'Leary,70,70,68,68,72,43,GK
225858,Marcos Ledesma,70,71,66,62,71,51,GK
229584,Pascal Stenzel,70,53,61,70,68,69,"RB, CB"
230964,Michael Santos,70,76,69,63,72,41,ST
236420,Kady,70,74,64,70,70,45,"CAM, RW, CM"
245338,Thomas van den Belt,70,54,67,67,68,65,"CM, CDM"
245341,Cole Bassett,70,68,62,67,69,59,"CAM, CM, CDM"
251469,Pedro Amaral,70,73,57,58,68,68,"LB, CB"
252134,Leighton Clarkson,70,66,66,71,71,60,"CAM, CM, CDM"
257270,Timothée Pembélé,70,79,49,63,71,66,"RB, CB"
269725,Louis Mouton,70,66,50,67,69,65,"CM, CDM"
273459,Chris Rigg,70,68,61,68,72,60,"CAM, CM"
279188,Šimun Hrgović,70,84,48,69,69,60,"LB, RB"
193468,Loris Benito,70,66,50,63,63,70,"CB, LB"
213795,Kiki,70,84,48,61,62,66,LB
223231,Florin Tănase,70,75,68,71,69,41,"CAM, LW, ST, CM"
224977,Alessandro Micai,70,68,69,66,72,47,GK
227632,Jeon Min Gwang,70,75,51,58,57,68,"CB, RB, LB"
229971,Fabien Centonze,70,66,51,68,67,67,"RB, LB"
231073,Boris Radunović,70,73,65,68,75,40,GK
231919,Alessandro Murgia,70,50,66,65,66,67,"CM, CDM"
239772,Jakub Stolarczyk,70,72,69,69,73,36,GK
247072,Khalid Eissa,70,71,67,59,75,49,GK
252193,Ramiro Ruiz Rodríguez,70,79,69,66,70,38,"ST, RW"
253250,Rodney Redes,70,83,65,64,71,45,RW
253428,Vítězslav Jaroš,70,72,70,70,70,39,GK
255900,Noel Törnqvist,70,69,70,67,68,46,GK
263032,Vladan Kovacević,70,73,70,69,69,37,GK
70441,Alex Luna,70,78,69,68,71,46,"CAM, ST, CM"
189324,Alex McCarthy,70,71,70,62,72,45,GK
192658,Sebastian Jung,70,65,50,66,68,69,RB
228410,Daniel Iversen,70,70,69,66,70,45,GK
238060,Nathan Trott,70,72,68,68,73,39,GK
240211,Gaspar Gentile,70,76,69,64,70,46,"ST, LW"
245040,Jiang Shenglong,70,76,50,55,59,67,CB
251532,Meschack Elia,70,82,68,67,75,26,"ST, CAM"
256887,Taylor Booth,70,79,64,66,71,53,"CAM, RW"
261144,Ivan Nevistić,70,70,66,69,75,40,GK
262403,Philippe Rommens,70,55,63,73,68,64,"CDM, CM"
269912,Calvin Brackelmann,70,82,47,59,53,68,"CB, LB"
271452,Benjamin Bouchouari,70,66,59,68,76,58,"CM, CDM"
205970,Jed Wallace,70,73,67,69,71,45,"CAM, ST, RW"
208573,Mathias Dyngeland,70,70,67,68,69,43,GK
228783,Ali Lajami,70,76,48,58,60,68,CB
231985,Keegan Rosenberry,70,68,51,61,65,68,"RB, LB"
238509,Élie Youan,70,86,65,62,73,39,"ST, LW"
240657,Federico Ravaglia,70,72,67,67,75,37,GK
255500,Seo Min Woo,70,61,54,62,66,65,"CDM, CM, CB"
261011,Ignacio Schor,70,75,61,68,69,50,"ST, RW"
266433,Anton Kade,70,76,70,67,72,39,"RB, RW"
266673,Óscar Cortés,70,78,66,66,72,48,LW
268439,Toby Collyer,70,67,49,67,68,67,"CDM, CM"
269795,Martin Delavallée,70,70,69,66,68,46,GK
270415,Luna,70,72,44,58,66,67,RB
279064,Stavros Pilios,70,78,48,64,70,62,LB
180283,Ki Sung Yueng,70,52,61,73,64,62,"CM, CDM"
207440,Franco Fragapane,70,87,64,66,74,40,"CAM, CM, LW"
224442,Bingourou Kamara,70,71,70,66,70,39,GK
226675,Federico Lanzillotta,70,70,67,64,71,45,GK
227806,Daniel Barlaser,70,51,62,71,68,65,"CDM, CM"
233874,Alexandru Ioniță,70,77,64,67,73,37,"CAM, CM, LW"
238043,Abdulrahman Al Obud,70,88,63,59,72,45,RW
239358,Seny Dieng,70,70,67,69,74,40,GK
240503,Teddy Okou,70,90,68,60,73,31,"RW, ST"
245439,Gianluca Ferrari,70,72,43,60,61,65,CB
245822,Doğan Alemdar,70,70,69,69,69,38,GK
247412,Andy Pelmard,70,81,34,60,66,69,"CB, RB, LB"
252936,Alexis Flips,70,71,66,69,71,45,"CAM, LW"
255605,Harlen Castillo,70,68,67,75,71,36,GK
259101,Jusuf Gazibegović,70,74,43,66,70,68,RB
263437,Ignacio Sosa,70,69,53,63,71,59,"CM, LW"
264173,Iván Romero,70,84,66,59,73,43,"ST, CAM"
272844,Lucas Arce,70,90,43,62,71,59,RB
276066,Dominik Marczuk,70,71,63,65,69,57,RW
70007,Silas Andersen,70,66,49,63,60,68,"CDM, CM, CB"
193241,Roberto Fernández,70,71,66,64,71,44,GK
226260,Andrea Cistana,70,68,52,57,64,70,CB
228509,Jeff Reine-Adélaïde,70,65,68,71,71,50,"CAM, CM"
237511,Alfons Sampsted,70,73,47,61,67,65,RB
242156,Muhannad Al Shanqeeti,70,82,42,62,66,64,"RB, LB"
251431,Maurice Malone,70,77,70,63,69,31,"ST, CAM"
253296,Mathías Laborda,70,77,47,57,62,69,"CB, RB"
261769,Aarón Quirós,70,70,49,61,66,69,"CB, LB"
279768,Chico Lamba,70,77,43,53,65,68,CB
189021,Joël Mall,70,71,66,63,71,44,GK
192071,Marco D'Alessandro,70,83,58,66,76,57,LW
201911,Will Keane,70,61,70,62,69,47,"ST, CAM, CM"
203782,Ahmad Benali,70,76,62,68,73,44,"CM, CDM"
215785,Keita Baldé,70,80,68,66,72,30,"ST, CAM"
217585,Bas Kuipers,70,67,44,64,67,67,LB
221639,Mariano,70,70,71,60,70,43,ST
222052,Lee Myung Jae,70,77,45,62,69,64,"LB, CB"
232729,Cristian Tarragona,70,74,70,58,66,42,ST
236427,Simon Olsson,70,60,54,68,70,58,"CM, CAM, CDM"
241002,Emmanuel Sabbi,70,90,64,60,73,38,"RW, ST"
243315,Dani Gómez,70,74,69,62,68,43,ST
255409,Róbert Boženík,70,75,71,63,67,34,ST
262794,Oliver Sonne,70,77,48,63,67,63,"RB, LB, CM"
264324,Daniel Penha,70,71,67,71,72,43,"CAM, CM, ST"
266270,Aaron Ramsey,70,72,63,67,72,50,"CAM, LW"
274616,Semih Kılıçsoy,70,77,70,63,72,31,"ST, LW"
276682,Cher Ndour,70,55,62,69,71,58,"CM, CAM, CDM"
188154,Lewis Holtby,70,48,65,73,71,63,"CM, CDM, CAM"
196316,Brice Maubleu,70,69,67,66,71,40,GK
197926,Lorenzo Crisetig,70,49,59,67,68,68,"CDM, CM"
209781,Pierrick Capelle,70,44,71,72,69,67,"CDM, CM"
222373,Luciano Cabral,70,81,63,67,70,47,"CAM, CM"
225282,José Devecchi,70,70,66,58,72,47,GK
237155,Silas Gnaka,70,64,48,62,71,71,"CDM, CM, CB"
238792,Leon Jensen,70,64,63,66,71,61,"CM, CDM"
242112,Eduard Bello,70,80,64,67,71,37,RW
242506,Ali Majrashi,70,86,44,52,64,63,RB
243834,Luka Ilić,70,74,63,69,71,46,"CAM, CM"
251288,Jakov Medić,70,64,52,59,58,67,CB
252526,Darian Males,70,78,65,67,71,36,"CAM, CM, RW"
259790,Imanol Machuca,70,89,60,62,77,43,"CAM, RW"
267607,Frank Castañeda,70,82,67,66,73,36,"CAM, CM"
190456,Nathaniel Clyne,70,60,60,65,69,72,"RB, CB"
204760,Charlie Taylor,70,54,52,67,68,71,"LB, CB"
211786,Reis,70,80,71,63,72,33,"ST, LW, CAM"
220291,Leonel González,70,73,43,57,63,69,CB
224265,Joe Williams,70,53,57,68,68,68,"CDM, CM"
232123,Luka Gugeshashvili,70,75,68,70,70,32,GK
242800,George Tanner,70,71,49,61,65,67,"RB, CB"
246809,Marc Aguado,70,65,54,68,65,68,"CDM, CM"
247955,Ianis Stoica,70,89,67,61,70,29,"ST, LW"
253170,Attila Szalai,70,70,45,60,62,68,"CB, LB"
263230,Milutin Osmajić,70,78,72,56,62,37,ST
264180,Alfie Devine,70,65,66,67,70,54,"CAM, CM"
270206,Mateo Joseph,70,82,68,55,70,38,ST
273051,Jerónimo Domina,70,86,72,58,71,39,ST
273616,Romain Esse,70,77,65,66,73,43,"RW, CAM, LW"
274102,Oliver Scarles,70,72,48,64,67,67,LB
276207,Hamzat Ojediran,70,62,54,62,64,68,"CDM, CM"
71641,Leo Kokubo,70,72,63,63,73,41,GK
204246,Marcus Bettinelli,70,70,70,69,71,30,GK
229448,Florian Ayé,70,83,69,57,68,31,ST
233139,Cedric Itten,70,68,71,61,66,36,ST
234385,Niklas Hauptmann,70,67,58,69,74,58,"CM, CAM"
240956,Matías Melluso,70,78,45,61,71,61,LB
242090,Ola Solbakken,70,77,68,65,70,37,"CAM, CM"
253433,Femi Azeez,70,79,66,62,72,35,LW
254220,Luis Iberico,70,85,70,61,71,25,"LW, ST"
272911,Franco Watson,70,72,62,68,68,55,"CAM, CM"
278159,Ramzi Safuri,70,68,66,73,72,36,"CAM, CM"
73406,Meriton Korenica,70,80,70,68,70,30,"LW, CM"
201895,Diego Fagúndez,70,76,63,67,74,39,"CAM, LW"
202686,Nahki Wells,70,70,71,63,69,43,ST
205759,Dejan Stojanović,70,71,65,64,73,37,GK
209039,David Moberg Karlsson,70,86,67,66,72,30,RW
213899,Éder Balanta,70,63,43,58,63,70,"CDM, CM, CB"
227274,David Barbona,70,73,64,72,70,38,"CAM, CM"
234779,Caro,70,69,65,66,70,38,GK
240743,Leonardo Sequeira,70,77,71,61,65,35,"ST, RW"
241055,Diego Pampín,70,78,41,64,70,63,"LB, LW"
241064,Mateo Carabajal,70,71,43,61,62,69,CB
242629,João Moutinho,70,75,38,65,67,65,LB
254470,Luke Thomas,70,72,42,64,67,67,LB
255436,Lucas Sanabria,70,67,56,72,71,56,"CAM, CM, CDM"
258932,Louie Barry,70,89,69,62,73,29,"LW, ST"
260082,Jesús Vázquez,70,69,50,65,66,68,LB
275343,Baltasar Rodríguez,70,74,60,70,74,54,"CM, CAM, LW"
190633,Henrik Dalsgaard,70,62,54,60,59,69,CB
201438,Hannes Van Der Bruggen,70,40,62,70,68,68,"CM, CDM, CB"
219167,Sergio Vittor,70,43,63,63,62,70,CB
219956,Pietro Ceccaroni,70,65,47,62,62,71,"CB, LB"
224890,Miguel Cardoso,70,74,68,66,72,39,"CAM, ST, LW"
236803,Walter Mazzantti,70,91,66,57,73,21,"ST, RW"
245041,Zhu Chenjie,70,80,41,47,60,68,CB
246592,Algobia,70,53,63,66,68,67,"CM, CDM"
254786,Atienza,70,55,61,62,65,65,"CDM, CM, CB"
259833,Jhilmar Lora,70,84,37,60,66,64,RB
266636,Adam Obert,70,66,49,63,65,70,"LB, CB"
269729,Yassin Belkhdim,70,54,54,68,70,67,"CM, CDM"
272839,Matías Giménez,70,73,68,67,71,31,"ST, LW"
273707,Lucas Hernández,70,55,52,68,66,70,LB
278455,Aaron Anselmino,70,67,45,62,63,70,CB
74431,Cyriaque Irié,70,86,62,62,69,27,"ST, RW"
194138,Andre Gray,70,78,70,61,68,30,ST
197971,Denis Alibec,70,62,73,69,71,24,"ST, CAM"
204269,Zander Clark,70,70,66,69,73,30,GK
204691,Mauricio Pereyra,70,59,63,74,70,55,"CM, CAM"
208159,Michael Frey,70,59,71,61,60,41,ST
220475,Alberto Grassi,70,48,62,69,70,66,"CM, CDM"
233941,Liam Cullen,70,76,71,64,70,31,"CAM, ST, CM"
242755,John Yeboah,70,92,66,62,75,26,"ST, CAM"
251951,Manuel Cicconi,70,71,63,69,69,47,"LB, LW"
254824,Pedro Mendes,70,72,72,56,67,34,ST
263976,Orlando Mosquera,70,73,68,69,71,32,GK
271659,Aljoscha Kemlein,70,51,59,65,70,66,"CM, CDM"
226506,Karol Mets,70,65,48,57,59,69,CB
231733,Curro Sánchez,70,75,69,68,71,40,"CAM, CM"
232410,Florian Escales,70,74,71,66,68,28,GK
256780,Márton Dárdai,70,68,36,68,62,70,"CB, CDM"
262334,Dirk Proper,70,56,55,65,74,66,"CDM, CM"
262591,Lukas Pinckert,70,75,41,56,61,69,"CB, RB"
263255,Godfried Frimpong,70,79,39,57,68,67,LB
264219,Ernest Poku,70,94,60,59,72,32,RW
272857,Santiago Rodríguez,70,72,72,64,71,32,"ST, LW, CAM"
274212,Pau Sans,70,82,62,64,72,35,"ST, RW"
274970,Emeka Eneli,70,70,47,65,66,68,CDM
277426,Carlos Forbs,70,90,67,62,70,36,"LW, RW"
70628,Dávid Ďuriš,70,77,68,66,73,37,"LW, CAM"
79334,Raul Florucz,70,72,70,67,73,31,"RW, ST"
195065,Geoffry Hairemans,70,41,70,78,69,50,"CAM, RW, CM"
205089,Mattia Valoti,70,52,67,72,72,56,"CM, CAM"
207807,Ryan Fraser,70,71,68,69,74,48,LW
212912,Park Ji Soo,70,69,48,55,59,70,CB
213689,Ben Pearson,70,55,49,62,67,67,"CDM, CM"
219525,Ezequiel Cerutti,70,81,62,65,72,34,"LW, RW"
219551,Conor Shaughnessy,70,62,49,59,59,69,CB
225533,Chris Bedia,70,70,70,54,66,36,ST
236330,Valentin Cojocaru,70,71,67,67,69,34,GK
236344,Jayson Molumby,70,60,54,65,68,64,"CDM, CM"
239875,Bebeto,70,70,45,61,68,67,"RB, CM"
243445,Fatih Kaya,70,74,68,58,69,33,"ST, CAM, CM"
243787,Ylber Ramadani,70,54,58,60,64,68,"CDM, CM"
255754,Warleson,70,70,67,72,73,27,GK
262906,Yannik Engelhardt,70,65,46,64,64,68,"CDM, CM"
263522,Jeremy Sarmiento,70,78,63,65,74,37,"CAM, LW"
271306,Khalil Fayad,70,65,59,69,75,63,"CM, CDM"
72656,John Mercado,70,86,60,62,72,32,LW
73853,Dailon Livramento,70,82,71,56,68,34,"ST, CAM"
200741,Jiang Guangtai,70,80,36,48,63,69,CB
201528,Kim Young Gwon,70,64,44,65,58,68,CB
203725,Virgil Misidjan,70,81,62,64,72,34,"CAM, ST, LW"
212244,Christopher Lenz,70,65,42,65,67,69,LB
218343,Ryan Hedges,70,79,64,64,71,39,LW
235047,Jonathan Menéndez,70,82,64,69,72,42,RW
239179,Zoran Arsenić,70,69,40,57,60,68,CB
241992,Gabriel Cortez,70,55,73,72,71,39,"CAM, ST"
246704,Elías Rafn Ólafsson,70,71,70,57,73,33,GK
254333,Ajdin Hasić,70,81,59,68,73,38,"RW, CAM"
257338,Renzo Tesuri,70,86,63,64,72,42,"RB, RW"
258728,José Fontán,70,63,45,61,63,70,"CB, LB"
262299,Rubén Alves,70,65,53,52,61,70,CB
270854,Pedro Milans,70,69,47,62,65,66,RB
273768,Santiago Longo,70,54,48,65,65,69,"CDM, CM, CB"
74978,Eduardo Guerrero,70,77,69,66,75,21,ST
76227,Niko Galešić,70,66,54,48,60,70,CB
212778,Kwon Kyung Won,70,64,41,61,61,68,CB
242751,Hayden Carter,70,71,40,57,59,69,"CB, RB"
251880,Ștefan Baiaram,70,85,63,62,71,31,"CAM, ST, RW"
257518,Oscar Taty Maritu,70,88,70,55,69,26,"ST, RW"
258574,Nahuel Banegas,70,72,44,57,62,66,LB
258786,Zé Carlos,70,77,40,57,68,67,RB
261072,Ramiro Enrique,70,80,69,62,71,27,"ST, LW"
268622,Jeanuël Belocian,70,67,41,64,65,70,"CB, LB"
271108,Tani Oluwaseyi,70,85,71,54,66,31,ST
271297,Adriano Firmino,70,55,53,64,62,70,"CDM, CM, CB"
272931,Hugo Bolin,70,76,68,65,71,37,"ST, LW"
186905,Ashley Barnes,70,41,71,68,69,46,"ST, CAM, CM"
202851,Grégoire Defrel,70,73,72,66,74,33,"ST, CAM"
207952,Semi Ajayi,70,69,48,47,59,69,CB
222830,Fausto Grillo,70,74,38,53,64,71,"CB, LB"
225679,Luis Cangá,70,59,61,55,50,69,CB
234935,João Talocha,70,67,38,62,65,67,LB
240834,Lazar Carević,70,69,67,71,72,25,GK
241523,Marcus Forss,70,74,70,54,67,39,"ST, CAM"
242492,Jeison Medina,70,76,69,60,70,36,ST
242541,Ciaron Brown,70,65,46,56,61,70,"CB, LB"
247060,Yahia Nader,70,59,49,60,61,67,"CDM, CM"
257396,Brandon Domingues,70,76,67,65,72,37,"CAM, LW"
258165,Anthony Musaba,70,88,66,59,73,24,RW
258753,Couhaib Driouech,70,92,61,58,73,26,LW
274845,Mathys Tourraine,70,76,39,62,66,66,RB
212546,Myenty Abena,70,69,41,56,58,67,"CB, RB"
223740,Eguaras,70,49,56,69,65,67,"CDM, CM"
234108,Gonzalo Maroni,70,70,57,69,76,43,"CAM, ST, CM"
246682,Karamoko Dembélé,70,83,64,65,74,43,"CAM, CM, RW"
251198,Ellis Simms,70,73,70,54,64,34,ST
256980,Matteo Di Giusto,70,78,68,67,74,31,"CAM, ST, CM"
268715,Alonso Martínez,70,80,74,61,72,27,"ST, LW"
269084,Umut Tohumcu,70,68,62,68,72,49,"CAM, CM"
271969,Nicolás Paz,70,71,39,57,59,68,"CB, RB"
274191,Daisuke Yokota,70,79,59,65,74,46,"CAM, RW, CM"
277216,Mohamed Bamba,70,78,69,56,70,28,ST
278075,Irakli Azarov,70,78,37,66,70,64,"LB, LW"
172723,Asmir Begović,70,70,70,65,67,26,GK
205869,Jairo,70,83,61,68,71,30,"ST, RW"
213530,Nicolai Poulsen,70,47,53,63,65,66,"CDM, CM, CB"
214906,Andrew Hughes,70,59,42,62,60,70,"CB, LB"
216730,Stian Gregersen,70,78,44,52,46,67,CB
226430,Sead Hakšabanović,70,77,65,66,73,29,LW
240258,Opa Sangante,70,55,51,58,60,71,CB
251831,Diego García,70,76,57,70,73,49,"LW, CAM"
252675,Joyskim Dawa,70,78,49,46,47,69,CB
257480,Matheo Raab,70,70,69,67,70,25,GK
259362,Magunagoitia,70,69,68,67,72,27,GK
262417,Daniel Figueira,70,68,67,68,71,27,GK
263563,Saulo Mineiro,70,81,68,57,67,21,"ST, RW, LW"
72825,Prince Ampem,70,89,70,62,70,28,LW
202886,Benjamin Siegrist,70,69,68,59,68,34,GK
217047,Aníbal Godoy,70,43,56,65,67,64,"CM, CDM"
232826,Francis Mac Allister,70,63,43,62,66,70,"CDM, CM, CB"
245565,Mouhamed Belkheir,70,63,71,67,70,30,"RW, ST"
248784,Timothé Nkada,70,84,72,56,69,24,ST
262865,Facundo Sanguinetti,70,70,64,66,73,29,GK
268330,Agustín Ojeda,70,88,56,63,74,41,LW
268581,Santiago Toloza,70,66,68,68,70,48,"CAM, CM"
271320,Tonni Adamsen,70,77,70,56,68,30,"ST, CAM"
211591,Moussa Dembélé,70,67,69,60,66,30,ST
226386,Luca Sosa,70,69,37,58,59,70,"CB, LB"
226401,Kieran Dowell,70,62,68,71,73,40,"CM, RW"
232704,Takuma Ominami,70,87,29,48,59,68,CB
234399,Johannes Eggestein,70,57,70,70,72,37,"ST, CAM"
234955,Andrés Sarmiento,70,75,70,61,72,27,LW
235266,Christian Früchtl,70,73,68,67,71,24,GK
236046,Ivan Zlobin,70,69,68,64,70,29,GK
239350,Siriki Dembélé,70,88,66,59,74,28,"ST, LW"
247686,Cho Gue Sung,70,75,69,52,66,30,ST
250842,Joel Graterol,70,69,68,66,70,24,GK
251829,Ramon Hendriks,70,81,33,55,58,70,"CB, LB"
259904,Gonzalo Valle,70,67,70,65,72,26,GK
71672,Keita Kosugi,70,85,35,53,67,64,LB
158784,Jorge Carranza,70,66,68,67,70,25,GK
199986,Arbilla,70,44,54,68,59,69,CB
208146,Davide Adorni,70,74,44,52,54,72,CB
220029,Saîf-Eddine Khaoui,70,50,68,71,71,49,"CAM, CM"
222165,Emil Hansson,70,73,66,68,74,35,LW
225844,Daniele Verde,70,74,69,67,73,36,"RW, ST"
228136,Joan Castro,70,70,40,62,65,68,RB
247385,Lee Buchanan,70,74,41,57,66,67,"LB, CB"
266586,Louis Mafouta,70,81,70,52,67,29,ST
273835,Lilian Raolisoa,70,71,42,57,70,69,RB
274452,Lukáš Vorlický,70,61,67,75,71,39,"CAM, CM"
274726,Nazar Voloshyn,70,82,65,66,71,29,"CAM, LW"
76097,Emmanuel Uchenna,70,68,44,56,55,69,CB
199667,Ramiro Funes Mori,70,47,50,65,63,68,CB
246550,Giovanni Haag,70,58,33,65,66,67,"CDM, CM, CB"
252590,Fer Niño,70,66,71,57,67,34,ST
270828,Ibrahim Salah,70,71,69,58,72,30,"LW, ST"
277448,Eguinaldo,70,88,63,56,76,28,"LW, ST"
71106,Yang Min Hyeok,70,80,67,62,73,31,RW
220198,Bersant Celina,70,78,64,67,69,25,"LW, CM, LB"
229624,Sergi Guardiola,70,68,70,62,66,30,ST
232693,Chidozie Awaziem,70,72,39,50,60,69,CB
242117,Abdulrahman Ghareeb,70,84,62,64,74,25,LW
248105,Virgil Ghiță,70,70,44,51,52,68,CB
252168,Miguel Brizuela,70,64,44,57,53,68,"CB, LB"
253036,Nathanaël Mbuku,70,73,63,68,74,35,"ST, RW"
263006,Imanol,70,67,47,66,65,67,LB
266648,Gonzalo Carneiro,70,69,70,61,69,26,"ST, RW"
272515,Antoine Mendy,70,64,41,55,63,71,"CB, RB"
72852,Cristian Shpendi,70,71,71,52,73,33,ST
205972,Rubén Bentancourt,70,75,72,54,63,33,ST
226378,Ramón Ábila,70,52,71,61,69,32,ST
245368,Güven Yalçın,70,75,73,61,71,23,"ST, CAM"
257703,Pedro Henrique,70,73,70,49,66,34,ST
264085,David Brekalo,70,73,27,54,61,69,"CB, LB"
264731,Ashley Phillips,70,65,40,56,59,70,CB
265396,Carlos Martín,70,74,71,60,70,28,"ST, CAM"
199313,Abdoulaye Bamba,70,59,40,64,62,71,CB
